Key,Tranditional Chinese [zh-TC]
362_t,所有盟友獲得<nobr>反擊<sprite name=Retaliate>2，</nobr><nobr>反擊射程範圍<sprite name=Range>2</nobr>。
364_t,所有敵人在它們的所有攻擊中獲得劣勢。
365_t,任意一名盟友可以執行
366_t_1,你可以同時啟動兩首<nobr><color=#EBB0AA>戰歌</color><sprite name=Song></nobr>，但你只能從其中一張獲得經驗值。
366_t_2,如果你打出第三首<nobr><color=#EBB0AA>戰歌</color><sprite name=Song></nobr>，棄掉其他的一張戰歌。
367_t,所有盟友可以在攻擊行動前執行一次<nobr>“移動<sprite name=Move>1”</nobr>行動。
368_t,在你的每個行動輪開始時，你可以強迫一個<nobr>射程範圍<sprite name=Range>5以內</nobr>的敵人執行一次<nobr>“移動<sprite name=Move>2”</nobr>行動，由你操控移動的方向。
370_t,在你的每個行動輪開始時，<nobr>詛咒<sprite name=Curse></nobr>一個<nobr>射程範圍<sprite name=Range>5以內</nobr>的敵人。
371_b,所有<nobr>射程範圍<sprite name=Range>3以內</nobr>的盟友<nobr>可以執行</nobr>
372_t,所有盟友在他們行動輪開始時可以執行一次<nobr>“治療<sprite name=Heal>2，目標為自己”</nobr>的行動。
373_b,強迫所有目的地區域內的敵人執行一次<nobr>“移動<sprite name=Move>2”</nobr>行動，並由你操控移動的方向。
374_t,所有盟友為他們的所有攻擊附加<nobr>+1攻擊力<sprite name=Attack></nobr>。
375_b,兩名<nobr>射程範圍<sprite name=Range>3以內</nobr>的盟友<nobr>可以執行</nobr>
375_t,強迫所有你經過的敵人執行一次<nobr>“攻擊<sprite name=Attack>3”</nobr>的行動，並由你指定攻擊的目標。
376_b,當你指定此敵人為目標時，為你的所有攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
376_t,接下來四次當有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>的敵人死亡時，執行一次“<nobr>攻擊<sprite name=Attack>2</nobr>，<nobr>射程範圍<sprite name=Range>5</nobr>”的行動。
377_b,此敵人的<nobr>攻擊力<sprite name=Attack></nobr>，<nobr>移動力<sprite name=Move></nobr>以及<nobr>射程範圍<sprite name=Range></nobr>均減少1點。
377_t_1,在一個相鄰的空格子中建立一個4點傷害的附加<nobr>擊暈<sprite name=Stun></nobr>的陷阱。
377_t_2,當敵人觸發陷阱時獲得<sprite name=XP2>。
378_b,當此敵人死亡時，移動到它所在的格子。
379_b,當此敵人死亡時，執行一次“<nobr>治療<sprite name=Heal>4</nobr>，目標為自己”的行動。
380_b,此敵人在它的每個行動輪開始時損失2點生命值。
381_b,當指定該敵人為目標時，所有盟友為他們的攻擊附加<nobr>+1攻擊力<sprite name=Attack></nobr>。
382_b,當此敵人死亡時，所有與它相鄰的敵人損失3點生命值。
382_t_1,在相鄰的一個空格子內建立一個造成3點傷害的陷阱。
382_t_2,當此陷阱觸發時，所有與它相鄰的敵人損失2點生命值。
382_t_3,當敵人踩中陷阱時獲得<sprite name=XP2>。
383_b,當此敵人死亡時，強迫所有與它相鄰的敵人執行一次“<nobr>移動<sprite name=Move>1</nobr>”行動，並由你操控移動的方向。
383_t,接下來三次，當帶有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>的敵人死亡時，如果它的<nobr>射程範圍<sprite name=Range>2以內</nobr>有另一名敵人，則將<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>轉移到該敵人上。
384_t,在相鄰的一個空格子內建立一個造成2點傷害附加<nobr>禁足<sprite name=Immobilize></nobr>的陷阱。
387_t,如果你的目標有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>，則為你的攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>並獲得<sprite name=XP1>。
388_b,每當此敵人受到傷害時，執行一次“<nobr>治療<sprite name=Heal>2</nobr>，目標為自己”的行動。
389_b,當召喚物夥伴指定此敵人為目標時，為他們的所有攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
390_t,如果目標處於滿血狀態，為你的攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>並獲得<sprite name=XP1>。
391_b,當你和所有盟友指定此敵人為攻擊目標時，為他們的所有攻擊附加<nobr>穿透<sprite name=Pierce>2</nobr>。
391_t_1,你的每個行動輪中，你可以在一次指定<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>敵人為目標的攻擊中獲得優勢。
391_t_2,所有敵人失去<nobr>隱身<sprite name=Invisible></nobr>並且它們不可再獲得<nobr>隱身<sprite name=Invisible></nobr>。
392_b,本回合，當你指定<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>敵人為目標時，為你的所有攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
393_b,當此敵人死亡時，執行一次“<nobr>攻擊<sprite name=Attack>2</nobr>，<nobr>射程範圍<sprite name=Range>3</nobr>，<nobr>目標<sprite name=Target>3</nobr>”的行動。
394_t,如果目標帶有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>，為你的攻擊附加<nobr>+3攻擊力<sprite name=Attack></nobr>並獲得<sprite name=XP1>。
395_b,指定此敵人為目標時，你和所有盟友的攻擊獲得優勢。
396_t_1,在相鄰的一個空格子內建立一個造成2點傷害附加<nobr>流血<sprite name=Wound></nobr>的陷阱。
396_t_2,當此陷阱觸發時，對所有與該陷阱相鄰的敵人附加<nobr>流血<sprite name=Wound></nobr>。
397_b,在接下來三個行動輪開始時，將此卡的效果推進一次。在此效果推進三次後，消滅目標並棄掉這張卡。
397_b_reminder,為任意一名敵人施加<b><color=#39BEED>厄運</color>。
397_t_1,你可以在同一目標上同時啟動兩種<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>。
397_t_2,如果第三張<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>指定同一目標，棄掉已有的一張<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>。如果第三張<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>指定不同目標，則同時棄掉原有目標的兩張<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>。
398_b,指定任意一個帶有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>的敵人為目標
399_b,當此敵人死亡時，你和所有的盟友執行一次“<nobr>治療<sprite name=Heal>2</nobr>，目標為自己”行動。
401_b,本回合，當你的攻擊指定帶有<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>的敵人時，為你的攻擊附加<nobr>+3攻擊力<sprite name=Attack></nobr>。
401_t,如果承受攻擊後該目標的生命值小於等於2點，消滅該目標並獲得<sprite name=XP1>。
402_b,當指定此敵人為目標時，你和所有盟友為所有攻擊附加<nobr>詛咒<sprite name=Curse></nobr>。
403_b,如果此敵人死亡，且它的<nobr>射程範圍<sprite name=Range>2以內</nobr>有另外一個敵人，可將此卡與另外一張<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>轉移到該敵人上，而不是棄掉它們。
405_b,當指定此敵人為目標時，為你和所有盟友的攻擊附加<nobr>+X攻擊力<sprite name=Attack></nobr>，X是射程範圍和同敵人距離的差值。
406_b,將所有啟動的<nobr><b><color=#39BEED>厄運</color><sprite name=Doom></b></nobr>轉移到你<nobr>射程範圍<sprite name=Range>4以內</nobr>的一個敵人上。
406_t,強迫目標向離它最近的敵人移動至多三格。
407_t,給一名相鄰的盟友一張“<nobr>醫療包</nobr>”技能卡。
408_b,本回合，你的所有治療行動同時對你，及與目標相鄰的盟友生效。
409_b,本回合，你的所有近戰攻擊將指定所有相鄰的敵人為目標。
410_b,將此卡放置到一名相鄰盟友的啟動區，並視為其擁有此卡。
412_b,移除一名相鄰的盟友身上的所有負面狀態。
412_t,移除治療目標身上所有的負面狀態。
414_b,本回合，你和所有盟友免疫所有負面狀態。
414_t,給一名相鄰的盟友一張“大型醫療包”技能卡。
415_t,在你接下來的四個行動輪中，執行一次“<nobr>治療<sprite name=Heal>2</nobr>，<nobr>射程範圍<sprite name=Range>1</nobr>”行動。
416_t,在你的每個行動輪開始時，移除任意一名盟友身上的一個負面狀態。
429_b,所有相鄰的盟友可以執行一次“<nobr>移動<sprite name=Move>2</nobr>”行動。
429_t,你和所有相鄰的盟友可以<nobr>回收<sprite name=Recover></nobr>至多X張棄牌堆的卡牌，X為與你相鄰的盟友的數目。
433_b,在你的每個行動輪開始時，執行一次“<nobr>治療<sprite name=Heal>1</nobr>，目標為自己”行動。
437_t,移除相鄰盟友身上所有的負面狀態。
439_t,消滅一個帶有至少兩種負面狀態的，相鄰的，普通級別敵人。
440_b,給所有相鄰的盟友一張“大型醫療包”技能卡。
440_t,給所有相鄰的盟友一張“<nobr>醫療包</nobr>”技能卡。
441_b,本回合，為你的所有治療行動附加<nobr>+4治療<sprite name=Heal></nobr>。
441_t,在你接下來的六次治療行動前，移除目標的所有負面狀態。
443_b,一名相鄰的盟友可以<nobr>回收<sprite name=Recover></nobr>至多兩張他棄牌堆的卡牌。
443_t,移除治療目標身上所有的負面狀態並給他一張“大型醫療包”技能卡。
445_t_1,你可以將所有的<nobr>攻擊<sprite name=Attack></nobr>和<nobr>移動<sprite name=Move></nobr>行動轉化為額外1點的<nobr>治療<sprite name=Heal></nobr>行動。
445_t_2,在此情況下，<nobr>射程範圍<sprite name=Range></nobr>為1，並忽略所有<nobr>攻擊<sprite name=Attack></nobr>的附加效果。
446_t,消滅目的地區域中所有損失了10點或以上生命值的敵人。
449_b,在你的每次攻擊行動中，你可以<sprite name=ConsumeAny>來為整個攻擊附加+1攻擊力<sprite name=Attack>。
450_b_1,<line-height=100%>在你的每個行動輪結束時，你可以生成<voffset=-3><size=150%><sprite name=Any></size></voffset>。
450_b_2,從你的所有攻擊中扣除-1攻擊力<sprite name=Attack>。
459_b,本回合，所有指定你為目標的攻擊獲得劣勢。
463_t_1,此攻擊<sprite name=Attack>可以彈射到目標<nobr>射程範圍<sprite name=Range>2以內</nobr>的下一個目標
463_t_2,每次彈射的攻擊力<sprite name=Attack>降低1點（最少為1點），至多彈射四次。
468_t,指定所有在受治療單位<nobr>射程範圍<sprite name=Range>2以內</nobr>的敵人為目標。
469_b_1,召喚幻影分身
469_b_2,你的召喚物可以代替你執行攻擊行動。
470_t,則消滅所有普通級別<nobr>目標，<sprite name=XP1></nobr>。
471_t,受治療的單位可以回收<sprite name=Recover>一張他們棄牌堆的卡牌。
472_b_1,<nobr>+2移動力<sprite name=Move></nobr>，並對所有經過的敵人施加<nobr>流血<sprite name=Wound></nobr>，<sprite name=XP1>。
472_b_2,<nobr>+2移動力<sprite name=Move></nobr>，並對所有經過的敵人施加<nobr>禁足<sprite name=Immobilize></nobr>，<sprite name=XP1>。
472_t,如果你在行動中消耗過元素，你可以在行動後令<nobr>射程範圍<sprite name=Range>2以內</nobr>的一個敵人損失1點生命值，或者你執行一次<nobr>“治療<sprite name=Heal>1，射程範圍<sprite name=Range>2”</nobr>行動。
474_b,執行以下任意一種技能：
474_t,召喚魔晶球
477_b,交換任意兩個單位的位置。
478_b,交換任意兩個敵人的位置。
481_b_1,本回合，在戰熊夥伴行動前，你可以跳過你自己的上半部分行動來為戰熊夥伴的所有攻擊附加<nobr>+3攻擊力<sprite name=Attack></nobr>。
481_b_2,本回合，在戰熊夥伴行動前，你可以跳過你自己的下半部分行動來為戰熊夥伴的所有移動行動附加<nobr>+3移動力<sprite name=Move></nobr>。
489_b_1,任意分配你和所有召喚物夥伴所受到的傷害。
489_b_2,單位不可以承受超過其最大生命值的傷害。
495_b,本回合，為所有<nobr><color=#BF9C8B>號令</color><sprite name=Command></nobr>附加<nobr>+1攻擊力<sprite name=Attack></nobr>。
496_b,任意一名召喚物夥伴執行
498_b,與戰熊夥伴交換位置。
499_t,在戰熊夥伴接下來五次攻擊後，它執行一次<nobr>“治療<sprite name=Heal>2，目標為自己”</nobr>行動。
501_b,所有<nobr>射程範圍<sprite name=Range>3以內</nobr>的召喚物夥伴執行
504_t,消滅一個當前生命值小於等於6的，相鄰的，普通級別敵人。
505_b,回收<sprite name=Recover>至多兩張帶有召喚行動的，你燒牌堆的卡牌。
505_t,所有相鄰的盟友為他們的所有攻擊附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
538,在相鄰的一個距離敵人最近的空格子內建立一個造成3傷害的陷阱。
542,如果攻擊目標與任意獵犬的盟友相鄰，附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
569,行屍損失*Damage1*點生命值。
609,邪教徒損失*Damage1*點生命值。
627,冰霜惡魔損失*CFireDamage*點生命值。
633,烈焰惡魔損失*CIceDamage*點生命值。
634,所有相鄰的敵人損失2點生命值。
635,在相鄰的一個距離敵人最近的空格子內建立一個造成4點傷害的陷阱。
636,指定所有射程範圍<sprite name=Range>3以內的敵人為目標。
667,所有相鄰的單位損失 *Damage1* 點生命值。
684,如果目標與劇毒蝮蛇的盟友相鄰，附加<nobr>+2攻擊力<sprite name=Attack></nobr>。
689,本回合，指定劇毒蝮蛇為目標的所有攻擊獲得劣勢。
697_a,泥漿怪損失 *Damage2* 點生命值。
697_b,召喚普通級別泥漿怪，召喚物的生命值等於召喚者的當前生命值（不可超過普通級別泥漿怪在該等級的最大生命值）。
738,在目標相鄰的一個空格子上召喚一個普通級別深淵恐懼。
741,岩石魔像損失*Damage1*點生命值。
744,岩石魔像損失*Damage2*點生命值。,,,,,,,,,,,,,,,
abandonedcatacombs,廢棄的地下墓穴,,,,,,,,,,,,,,,
abandonedfarm,廢棄農場,,,,,,,,,,,,,,,
abandonedfarm_descr,一個廢棄的農場就位於通往奇波特港的大道旁邊。 林煙的氣味在這裡縈繞，大部分的屋頂已經坍塌，但仍有一些房間可以住一晚。,,,,,,,,,,,,,,,
ability_card_acceleratedend,終幕臨近,,,,,,,,,,,,,,,
ability_card_aidfromtheaether,靈能回復,,,,,,,,,,,,,,,
ability_card_airbornetoxin,毒雲,,,,,,,,,,,,,,,
ability_card_amomentspeace,片刻安寧,,,,,,,,,,,,,,,
ability_card_amputate,致殘打擊,,,,,,,,,,,,,,,
ability_card_ancientward,遠古守護,,,,,,,,,,,,,,,
ability_card_angelicascension,天使飛升,,,,,,,,,,,,,,,
ability_card_angelofdeath,降死天使,,,,,,,,,,,,,,,
ability_card_armorofthenight,暗夜之甲,,,,,,,,,,,,,,,
ability_card_autoturret,自動炮塔,,,,,,,,,,,,,,,
ability_card_avalanche,雪崩,,,,,,,,,,,,,,,
ability_card_backstab,背刺,,,,,,,,,,,,,,,
ability_card_backupammunition,備用彈藥,,,,,,,,,,,,,,,
ability_card_bagofholding,百寶袋,,,,,,,,,,,,,,,
ability_card_balancedmeasure,平衡,,,,,,,,,,,,,,,
ability_card_banefulhex,邪惡符咒,,,,,,,,,,,,,,,
ability_card_battlefieldmedicine,戰地醫療,,,,,,,,,,,,,,,
ability_card_beaconoflight,聖光信標,,,,,,,,,,,,,,,
ability_card_bedsidemanner,住院留觀,,,,,,,,,,,,,,,
ability_card_bitinggnats,叮人小蟲,,,,,,,,,,,,,,,
ability_card_bitingwind,叮刺妖風,,,,,,,,,,,,,,,
ability_card_blackarrow,黑箭,,,,,,,,,,,,,,,
ability_card_blackfire,黑炎,,,,,,,,,,,,,,,
ability_card_blackhole,黑洞,,,,,,,,,,,,,,,
ability_card_blackknives,黑刃,,,,,,,,,,,,,,,
ability_card_blacktides,黑潮,,,,,,,,,,,,,,,
ability_card_bladedboomerang,劍刃回力標,,,,,,,,,,,,,,,
ability_card_blinddestruction,蔽目破滅,,,,,,,,,,,,,,,
ability_card_blisteringvortex,燥熱渦流,,,,,,,,,,,,,,,
ability_card_bloodhunger,渴血,,,,,,,,,,,,,,,
ability_card_bloodpact,血契,,,,,,,,,,,,,,,
ability_card_bloodtransfusion,輸血,,,,,,,,,,,,,,,
